,0,1,2,3,4
0,0.8,1.0,0.875,0.5769230769230769,1.0
1,0.8,1.0,0.75,0.6153846153846154,0.875
2,0.6,0.9,0.5,0.5384615384615384,0.75
3,0.6,0.8,0.5,0.4230769230769231,0.875
4,0.7,1.0,1.0,0.7307692307692307,0.875
5,0.6,1.0,1.0,0.46153846153846156,0.875
6,0.8,0.9,1.0,0.6153846153846154,0.875
7,0.6,0.9,1.0,0.46153846153846156,0.875
8,0.8,1.0,0.875,0.5,0.875
9,0.8,1.0,0.75,0.6538461538461539,0.875
10,0.8,1.0,0.875,0.6538461538461539,1.0
11,0.7,1.0,0.625,0.7307692307692307,0.625
